"","corpusngram4","n"
"28683","friends and i would",2
"28684","friends at a party",2
"28685","friends at the local",2
"28686","friends but i have",2
"28687","friends even though i",2
"28688","friends in the early",2
"28689","friends over the years",2
"28690","friends to come over",2
"28691","friends to see what",2
"28692","friends were flowers id",2
"28693","from 1 million in",2
"28694","from 11 am to",2
"28695","from 14 percent in",2
"28696","from 2 pm to",2
"28697","from 2005 to 2009",2
"28698","from 2005 to 2010",2
"28699","from 2008 to 2011",2
"28700","from 2009 to 2010",2
"28701","from 2009 to 2011",2
"28702","from 3 pm to",2
"28703","from 630 pm to",2
"28704","from 65 to 67",2
"28705","from a bottle of",2
"28706","from a cell phone",2
"28707","from a few years",2
"28708","from a guy who",2
"28709","from a lot of",2
"28710","from a peak of",2
"28711","from a pre-2011 best",2
"28712","from across the room",2
"28713","from all our friends",2
"28714","from an old friend",2
"28715","from an unknown source",2
"28716","from any kind of",2
"28717","from any of the",2
"28718","from anywhere in the",2
"28719","from as far away",2
"28720","from at least two",2
"28721","from banks and other",2
"28722","from beyond the arc",2
"28723","from both sides of",2
"28724","from cant wait to",2
"28725","from close to my",2
"28726","from coast to coast",2
"28727","from countries such as",2
"28728","from december through february",2
"28729","from god but if",2
"28730","from having to pay",2
"28731","from head to toe",2
"28732","from her home in",2
"28733","from here on the",2
"28734","from high school i",2
"28735","from his job at",2
"28736","from his threat to",2
"28737","from his years as",2
"28738","from january through march",2
"28739","from johns hopkins university",2
"28740","from jordan eli kick",2
"28741","from kimberton whole foods",2
"28742","from last year and",2
"28743","from los angeles to",2
"28744","from martha stewart living",2
"28745","from me and i",2
"28746","from members of the",2
"28747","from more than one",2
"28748","from my house i",2
"28749","from my own experience",2
"28750","from my trip to",2
"28751","from new york city",2
"28752","from new york to",2
"28753","from newport beach to",2
"28754","from now on ill",2
"28755","from one to the",2
"28756","from our hotel we",2
"28757","from post to post",2
"28758","from renewable sources by",2
"28759","from san francisco and",2
"28760","from san jose state",2
"28761","from sitting in the",2
"28762","from some of the",2
"28763","from someone who is",2
"28764","from somewhere in the",2
"28765","from that he said",2
"28766","from that point of",2
"28767","from the beach and",2
"28768","from the beastie boys",2
"28769","from the beginning he",2
"28770","from the beginning in",2
"28771","from the beginning we",2
"28772","from the black lagoon",2
"28773","from the blog for",2
"28774","from the book of",2
"28775","from the bustle of",2
"28776","from the centre of",2
"28777","from the comfort of",2
"28778","from the consequences of",2
"28779","from the corner of",2
"28780","from the county for",2
"28781","from the credit card",2
"28782","from the dangers of",2
"28783","from the date of",2
"28784","from the dead and",2
"28785","from the dining room",2
"28786","from the dollar store",2
"28787","from the edge of",2
"28788","from the effects of",2
"28789","from the european central",2
"28790","from the european union",2
"28791","from the evils of",2
"28792","from the face of",2
"28793","from the field in",2
"28794","from the floor to",2
"28795","from the fund in",2
"28796","from the gate to",2
"28797","from the general fund",2
"28798","from the grave and",2
"28799","from the grocery store",2
"28800","from the ground up",2
"28801","from the heart he",2
"28802","from the heart of",2
"28803","from the hospital i",2
"28804","from the hospital they",2
"28805","from the house of",2
"28806","from the inside out",2
"28807","from the international monetary",2
"28808","from the last post",2
"28809","from the law and",2
"28810","from the left wing",2
"28811","from the looks of",2
"28812","from the minds of",2
"28813","from the moment we",2
"28814","from the national association",2
"28815","from the national guard",2
"28816","from the oil and",2
"28817","from the other end",2
"28818","from the other kids",2
"28819","from the outside i",2
"28820","from the pacific ocean",2
"28821","from the pan and",2
"28822","from the parking lot",2
"28823","from the past are",2
"28824","from the past will",2
"28825","from the pressure to",2
"28826","from the previous month",2
"28827","from the previous year",2
"28828","from the prior year",2
"28829","from the roof of",2
"28830","from the same period",2
"28831","from the scene and",2
"28832","from the situation and",2
"28833","from the sky in",2
"28834","from the social security",2
"28835","from the standpoint that",2
"28836","from the start especially",2
"28837","from the state department",2
"28838","from the sun is",2
"28839","from the three-point line",2
"28840","from the us department",2
"28841","from the very first",2
"28842","from the village and",2
"28843","from the world around",2
"28844","from the worst of",2
"28845","from the year before",2
"28846","from their homes and",2
"28847","from then on out",2
"28848","from three of the",2
"28849","from top to bottom",2
"28850","from what he had",2
"28851","from what i remember",2
"28852","from what i understand",2
"28853","from when i was",2
"28854","from which i will",2
"28855","front of a blank",2
"28856","front of a mirror",2
"28857","front of his home",2
"28858","front of me at",2
"28859","front of me i",2
"28860","front of me who",2
"28861","front of my eyes",2
"28862","front of the church",2
"28863","front of the entire",2
"28864","front of the kids",2
"28865","front of the net",2
"28866","front of the other",2
"28867","front of the room",2
"28868","front of the school",2
"28869","front of the shirt",2
"28870","front of the tv",2
"28871","fucking kidding me i",2
"28872","fulfill my dream of",2
"28873","full moon of the",2
"28874","full of events that",2
"28875","full of love and",2
"28876","full of surprises and",2
"28877","full or new moon",2
"28878","full social security benefits",2
"28879","fun and a great",2
"28880","fun and easy to",2
"28881","fun to see the",2
"28882","fun to watch the",2
"28883","fun what you know",2
"28884","fun with this and",2
"28885","funeral home crematory kissimmee",2
"28886","funeral home east orlando",2
"28887","funny how alot of",2
"28888","funny thing is i",2
"28889","funny thing is that",2
"28890","further ado here are",2
"28891","further ado here is",2
"28892","further to the right",2
"28893","g1 certified wet tshirt",2
"28894","gabe rodriguez 12 dallas",2
"28895","gained a lot of",2
"28896","gains are being driven",2
"28897","game 1 of their",2
"28898","game against the seattle",2
"28899","game for the chicago",2
"28900","game it could be",2
"28901","game ive ever seen",2
"28902","game of the series",2
"28903","game of the world",2
"28904","game open with a",2
"28905","game that’ going to",2
"28906","game there was a",2
"28907","game under their belt",2
"28908","game will be available",2
"28909","game will take place",2
"28910","gamemaker and even the",2
"28911","games against teams with",2
"28912","games as a freshman",2
"28913","games in each of",2
"28914","games of the season",2
"28915","games right now and",2
"28916","garlic and ginger and",2
"28917","garlic and saute until",2
"28918","garlic peeled and crushed",2
"28919","garnered a lot of",2
"28920","gas emissions blamed for",2
"28921","gas industry more than",2
"28922","gas prices are going",2
"28923","gas prices continue to",2
"28924","gaston south carolina attractions",2
"28925","gate-leg antique dining tables",2
"28926","gathered to watch the",2
"28927","gave ceo david dillon",2
"28928","gave her an additional",2
"28929","gave it a shot",2
"28930","gave it all we",2
"28931","gave it to the",2
"28932","gave it to you",2
"28933","gave me an opportunity",2
"28934","gave me the push",2
"28935","gave the impression of",2
"28936","gave them to the",2
"28937","gave them up to",2
"28938","gave up three runs",2
"28939","gave you the award",2
"28940","gays and lesbians from",2
"28941","gem jewelry and mineral",2
"28942","general admission tickets are",2
"28943","general manager david poile",2
"28944","general manager ryan grigson",2
"28945","general manager tom heckert",2
"28946","general motors co said",2
"28947","generally considered to be",2
"28948","gently fold in the",2
"28949","georgia institute of technology",2
"28950","georgia world congress center",2
"28951","gerald wallace to the",2
"28952","german chancellor angela merkel",2
"28953","gershwin prize for popular",2
"28954","get 20 off your",2
"28955","get a better idea",2
"28956","get a better picture",2
"28957","get a call from",2
"28958","get a couple of",2
"28959","get a first round",2
"28960","get a free download",2
"28961","get a handle on",2
"28962","get a jump on",2
"28963","get a kick out",2
"28964","get a little bit",2
"28965","get a move on",2
"28966","get a piece of",2
"28967","get a rise out",2
"28968","get a shout out",2
"28969","get along so well",2
"28970","get an early start",2
"28971","get anything done in",2
"28972","get away from him",2
"28973","get away from the",2
"28974","get back down to",2
"28975","get back on my",2
"28976","get back on the",2
"28977","get back out there",2
"28978","get back to a",2
"28979","get back to me",2
"28980","get back to my",2
"28981","get back to our",2
"28982","get better at this",2
"28983","get better just got",2
"28984","get creative with the",2
"28985","get enough of them",2
"28986","get four or five",2
"28987","get help in the",2
"28988","get her off me",2
"28989","get him in the",2
"28990","get him out of",2
"28991","get hit by a",2
"28992","get in my bed",2
"28993","get in your way",2
"28994","get into an argument",2
"28995","get into the story",2
"28996","get it and so",2
"28997","get it back to",2
"28998","get it checked out",2
"28999","get it done in",2
"29000","get it in the",2
"29001","get it out of",2
"29002","get it so i",2
"29003","get it to me",2
"29004","get me in the",2
"29005","get me started on",2
"29006","get me through the",2
"29007","get me wrong i’",2
"29008","get me wrong my",2
"29009","get me wrong there",2
"29010","get money bitches get",2
"29011","get my ass back",2
"29012","get my chores done",2
"29013","get my hopes up",2
"29014","get off my lawn",2
"29015","get off the ground",2
"29016","get on here more",2
"29017","get on my computer",2
"29018","get on the same",2
"29019","get on top of",2
"29020","get on with it",2
"29021","get on with the",2
"29022","get one of the",2
"29023","get one of those",2
"29024","get out of it",2
"29025","get out of school",2
"29026","get out of their",2
"29027","get photos of them",2
"29028","get ready to start",2
"29029","get rid of all",2
"29030","get rid of any",2
"29031","get rid of it",2
"29032","get rid of that",2
"29033","get rid of this",2
"29034","get separated from the",2
"29035","get so much more",2
"29036","get some new followers",2
"29037","get something to eat",2
"29038","get started and i",2
"29039","get stuck in a",2
"29040","get the ball back",2
"29041","get the ball rolling",2
"29042","get the best of",2
"29043","get the details right”",2
"29044","get the hell out",2
"29045","get the idea i",2
"29046","get the message across",2
"29047","get the opportunity to",2
"29048","get the start we",2
"29049","get the urge to",2
"29050","get their hands on",2
"29051","get through it and",2
"29052","get through the day",2
"29053","get through to the",2
"29054","get tired of having",2
"29055","get to do for",2
"29056","get to do that",2
"29057","get to go to",2
"29058","get to grips with",2
"29059","get to know her",2
"29060","get to know my",2
"29061","get to know them",2
"29062","get to see her",2
"29063","get to see what",2
"29064","get to talk about",2
"29065","get to that in",2
"29066","get to that next",2
"29067","get to that point",2
"29068","get to the center",2
"29069","get to the end",2
"29070","get to the level",2
"29071","get to the other",2
"29072","get to them but",2
"29073","get to work on",2
"29074","get to work with",2
"29075","get together with a",2
"29076","get too caught up",2
"29077","get up and get",2
"29078","get up close and",2
"29079","get up this morning",2
"29080","get up to speed",2
"29081","get up to the",2
"29082","get us out of",2
"29083","get used to not",2
"29084","get used to that",2
"29085","get used to this",2
"29086","get what they want",2
"29087","get what you want",2
"29088","get what youre saying",2
"29089","get when you cross",2
"29090","get where im going",2
"29091","get you a phone",2
"29092","get you through the",2
"29093","get your hands on",2
"29094","get your name in",2
"29095","get your order in",2
"29096","gets a bad rap",2
"29097","gets along well with",2
"29098","gets even more complicated",2
"29099","gets the job done",2
"29100","getting a little bit",2
"29101","getting a phone call",2
"29102","getting back on the",2
"29103","getting back to the",2
"29104","getting back to work",2
"29105","getting back up to",2
"29106","getting bigger and bigger",2
"29107","getting closer every day",2
"29108","getting government out of",2
"29109","getting him to sign",2
"29110","getting on base the",2
"29111","getting out of the",2
"29112","getting pretty close to",2
"29113","getting ready for his",2
"29114","getting ready for my",2
"29115","getting ready to go",2
"29116","getting ready to head",2
"29117","getting ready to join",2
"29118","getting ready to leave",2
"29119","getting rid of a",2
"29120","getting rid of them",2
"29121","getting their hands on",2
"29122","getting there take i-17",2
"29123","getting to know each",2
"29124","getting to the point",2
"29125","getting up and moving",2
"29126","giants and new england",2
"29127","gift i ever got",2
"29128","girl in front of",2
"29129","girls girls girls girls",2
"29130","give a boost to",2
"29131","give a shit about",2
"29132","give back to the",2
"29133","give him a shot",2
"29134","give him some time",2
"29135","give in to their",2
"29136","give it a little",2
"29137","give it away to",2
"29138","give it to us",2
"29139","give it to your",2
"29140","give it up for",2
"29141","give me a chance",2
"29142","give me a little",2
"29143","give me a reason",2
"29144","give me a shoutout",2
"29145","give me something to",2
"29146","give the government some",2
"29147","give the money to",2
"29148","give them a call",2
"29149","give them a taste",2
"29150","give them an opportunity",2
"29151","give them to an",2
"29152","give themselves a chance",2
"29153","give up on the",2
"29154","give us the strength",2
"29155","give way to the",2
"29156","give you a chance",2
"29157","give you an idea",2
"29158","give you plenty of",2
"29159","give you tips on",2
"29160","giveaway is open to",2
"29161","given any thought to",2
"29162","given mrs corden a",2
"29163","given the choice between",2
"29164","given this book a",2
"29165","given up when he",2
"29166","gives me an excuse",2
"29167","gives us a chance",2
"29168","gives you a chance",2
"29169","giving back to her",2
"29170","giving one of the",2
"29171","giving state officials —",2
"29172","giving the impression of",2
"29173","giving us such a",2
"29174","glad i didnt have",2
"29175","glad i had the",2
"29176","glad that we have",2
"29177","glad to have you",2
"29178","glad to hear that",2
"29179","glad to hear they",2
"29180","glad to see the",2
"29181","glad you liked the",2
"29182","glass of wine in",2
"29183","global services inc a",2
"29184","glory in christ jesus",2
"29185","go about the business",2
"29186","go after people who",2
"29187","go ahead and retire",2
"29188","go along with it",2
"29189","go along with that",2
"29190","go along with the",2
"29191","go along with them",2
"29192","go and check out",2
"29193","go as long as",2
"29194","go at the moment",2
"29195","go back and give",2
"29196","go back and read",2
"29197","go back go back",2
"29198","go back to being",2
"29199","go back to ignoring",2
"29200","go back to my",2
"29201","go back to watching",2
"29202","go back to where",2
"29203","go back to your",2
"29204","go big or go",2
"29205","go cant wait to",2
"29206","go check out the",2
"29207","go cubs go i",2
"29208","go even though it",2
"29209","go follow she follow",2
"29210","go for a drink",2
"29211","go he said the",2
"29212","go i think that",2
"29213","go in and see",2
"29214","go into more detail",2
"29215","go late in the",2
"29216","go of the bed",2
"29217","go on a date",2
"29218","go on as planned",2
"29219","go on for hours",2
"29220","go on sale at",2
"29221","go out and do",2
"29222","go out and get",2
"29223","go out for a",2
"29224","go out of town",2
"29225","go out on a",2
"29226","go out to dinner",2
"29227","go out to you",2
"29228","go out with 10",2
"29229","go out with him",2
"29230","go straight to the",2
"29231","go talk to a",2
"29232","go thank you for",2
"29233","go there all the",2
"29234","go through i just",2
"29235","go to bed it",2
"29236","go to bed now",2
"29237","go to bed on",2
"29238","go to bed soon",2
"29239","go to church do",2
"29240","go to church every",2
"29241","go to church on",2
"29242","go to court and",2
"29243","go to dinner with",2
"29244","go to hell i",2
"29245","go to one of",2
"29246","go to school in",2
"29247","go to school today",2
"29248","go to sleep but",2
"29249","go to the back",2
"29250","go to the doctor",2
"29251","go to the future",2
"29252","go to the game",2
"29253","go to the mall",2
"29254","go to work and",2
"29255","go to work i",2
"29256","go to work in",2
"29257","go to your local",2
"29258","go up to the",2
"29259","goal and three assists",2
"29260","goal is to be",2
"29261","goal is to give",2
"29262","goal of the game",2
"29263","goal of the series",2
"29264","goal which is the",2
"29265","goalkeeper of the year",2
"29266","goals and see if",2
"29267","goals in the third",2
"29268","goals that occur in",2
"29269","god according to the",2
"29270","god bless you all",2
"29271","god but if it",2
"29272","god does not want",2
"29273","god for all that",2
"29274","god gave them up",2
"29275","god has a plan",2
"29276","god has given us",2
"29277","god hath highly exalted",2
"29278","god loves you and",2
"29279","god oh my god",2
"29280","god shall save sion”",2
"29281","god the holy spirit",2
"29282","god was a rabbit",2
"29283","god’ own wind none",2
"29284","goes by the name",2
"29285","goes i am trying",2
"29286","goes on in my",2
"29287","goes on to say",2
"29288","goes smoothly for you",2
"29289","goes to show you",2
"29290","goes wrong there were",2
"29291","going all the way",2
"29292","going down the stairs",2
"29293","going for it is",2
"29294","going good so far",2
"29295","going into the third",2
"29296","going on he said",2
"29297","going on here in",2
"29298","going on i have",2
"29299","going on in this",2
"29300","going on in your",2
"29301","going on the dl",2
"29302","going on the road",2
"29303","going on with our",2
"29304","going out for a",2
"29305","going out there and",2
"29306","going out to eat",2
"29307","going right back to",2
"29308","going so far as",2
"29309","going through the process",2
"29310","going to a movie",2
"29311","going to approach it",2
"29312","going to approach this",2
"29313","going to attempt to",2
"29314","going to be and",2
"29315","going to be difficult",2
"29316","going to be easy",2
"29317","going to be epic",2
"29318","going to be even",2
"29319","going to be fine",2
"29320","going to be getting",2
"29321","going to be hard",2
"29322","going to be interesting",2
"29323","going to be just",2
"29324","going to be living",2
"29325","going to be made",2
"29326","going to be more",2
"29327","going to be out",2
"29328","going to be perfect",2
"29329","going to be really",2
"29330","going to be sad",2
"29331","going to be saved",2
"29332","going to be their",2
"29333","going to be there",2
"29334","going to be tough",2
"29335","going to be used",2
"29336","going to be working",2
"29337","going to bed at",2
"29338","going to bed night",2
"29339","going to believe this",2
"29340","going to block you",2
"29341","going to do anything",2
"29342","going to do something",2
"29343","going to do well",2
"29344","going to do when",2
"29345","going to earn that",2
"29346","going to eat at",2
"29347","going to england to",2
"29348","going to enjoy the",2
"29349","going to find out",2
"29350","going to focus on",2
"29351","going to get an",2
"29352","going to get anything",2
"29353","going to get done",2
"29354","going to get our",2
"29355","going to get sick",2
"29356","going to get that",2
"29357","going to get their",2
"29358","going to get this",2
"29359","going to give him",2
"29360","going to give it",2
"29361","going to give the",2
"29362","going to give them",2
"29363","going to give you",2
"29364","going to go away",2
"29365","going to go into",2
"29366","going to go on",2
"29367","going to go out",2
"29368","going to go through",2
"29369","going to happen and",2
"29370","going to happen next",2
"29371","going to happen so",2
"29372","going to have any",2
"29373","going to have one",2
"29374","going to keep it",2
"29375","going to kill you",2
"29376","going to let it",2
"29377","going to look at",2
"29378","going to love this",2
"29379","going to make another",2
"29380","going to make that",2
"29381","going to make them",2
"29382","going to make your",2
"29383","going to miss him",2
"29384","going to need a",2
"29385","going to open a",2
"29386","going to pay for",2
"29387","going to play a",2
"29388","going to post a",2
"29389","going to puke i",2
"29390","going to put a",2
"29391","going to remove the",2
"29392","going to run for",2
"29393","going to school and",2
"29394","going to sit back",2
"29395","going to spend the",2
"29396","going to stand up",2
"29397","going to start with",2
"29398","going to take him",2
"29399","going to take that",2
"29400","going to tell her",2
"29401","going to throw a",2
"29402","going to turn out",2
"29403","going to understand this",2
"29404","going to use it",2
"29405","going to visit mom",2
"29406","going to wait until",2
"29407","going to wake up",2
"29408","going to want to",2
"29409","going to wash up",2
"29410","going to win the",2
"29411","going to win this",2
"29412","going to work and",2
"29413","going to work i",2
"29414","going to work in",2
"29415","going to work out",2
"29416","going to work something",2
"29417","going to write a",2
"29418","going up the stairs",2
"29419","going with the flow",2
"29420","golden gate park the",2
"29421","golf and country club",2
"29422","gone back and forth",2
"29423","gone for good the",2
"29424","gone in less than",2
"29425","gone so fast and",2
"29426","gone the way of",2
"29427","gone to a very",2
"29428","gone to great lengths",2
"29429","gonna be a lot",2
"29430","gonna be here for",2
"29431","gonna go to the",2
"29432","gonorrhea according to the",2
"29433","gonzalezs rangers played in",2
"29434","good about the decision",2
"29435","good and beautiful god",2
"29436","good and decent man",2
"29437","good as it was",2
"29438","good at your job",2
"29439","good bit of work",2
"29440","good day when i",2
"29441","good enough to win",2
"29442","good for a few",2
"29443","good for us and",2
"29444","good for you i",2
"29445","good friend of mine",2
"29446","good how about you",2
"29447","good idea at the",2
"29448","good idea to put",2
"29449","good look at the",2
"29450","good luck in your",2
"29451","good luck on your",2
"29452","good luck to all",2
"29453","good luck to my",2
"29454","good luck to you",2
"29455","good luck today i",2
"29456","good luck with that",2
"29457","good luck with your",2
"29458","good measure of valuation",2
"29459","good morning and happy",2
"29460","good morning beautiful people",2
"29461","good morning everyone happy",2
"29462","good morning everyone have",2
"29463","good morning hope everyone",2
"29464","good morning love you",2
"29465","good morning thanks for",2
"29466","good morning to all",2
"29467","good morning world off",2
"29468","good news of the",2
"29469","good news we have",2
"29470","good night for the",2
"29471","good one see you",2
"29472","good or bad and",2
"29473","good portion of it",2
"29474","good problem to have",2
"29475","good relationship with him",2
"29476","good sized chunk of",2
"29477","good thanks for the",2
"29478","good thing about this",2
"29479","good thing but it",2
"29480","good thing that i",2
"29481","good thing to do",2
"29482","good to be home",2
"29483","good to check out",2
"29484","good to have you",2
"29485","good to hear im",2
"29486","good to know i",2
"29487","good to me i",2
"29488","good to remember that",2
"29489","good to say about",2
"29490","good to see him",2
"29491","good to see that",2
"29492","good way to tell",2
"29493","good weekend was had",2
"29494","google has about 150",2
"29495","gop that were on",2
"29496","got 7 hours of",2
"29497","got a call a",2
"29498","got a couple of",2
"29499","got a few more",2
"29500","got a job for",2
"29501","got a job i",2
"29502","got a job in",2
"29503","got a little more",2
"29504","got a little tired",2
"29505","got a really good",2
"29506","got a run in",2
"29507","got a slap on",2
"29508","got all of her",2
"29509","got along so well",2
"29510","got as far as",2
"29511","got caught up in",2
"29512","got his hands on",2
"29513","got home from work",2
"29514","got hung up on",2
"29515","got in the jacuzzi",2
"29516","got in the way",2
"29517","got lost in the",2
"29518","got lots of great",2
"29519","got me on a",2
"29520","got me thinking how",2
"29521","got me thinking what",2
"29522","got most of the",2
"29523","got off the phone",2
"29524","got off to a",2
"29525","got out of a",2
"29526","got out of hand",2
"29527","got out of there",2
"29528","got ready for bed",2
"29529","got run over by",2
"29530","got so caught up",2
"29531","got some help from",2
"29532","got stuck in his",2
"29533","got the award for",2
"29534","got the hang of",2
"29535","got to admit that",2
"29536","got to be a",2
"29537","got to be about",2
"29538","got to be the",2
"29539","got to find a",2
"29540","got to get a",2
"29541","got to get to",2
"29542","got to go i",2
"29543","got to go in",2
"29544","got to make sure",2
"29545","got to see her",2
"29546","got to see it",2
"29547","got to the end",2
"29548","got to this point",2
"29549","got to work with",2
"29550","got up this morning",2
"29551","got wind of this",2
"29552","gotta stay in shape",2
"29553","gov chris christie is",2
"29554","gov chris christie’ proposed",2
"29555","gov jerry brown in",2
"29556","governing the relationship of",2
"29557","government and the private",2
"29558","government as part of",2
"29559","government has never yet",2
"29560","government is committed to",2
"29561","government out of the",2
"29562","governor persuaded the head",2
"29563","govt secs fund class",2
"29564","grab the attention of",2
"29565","grab your copy today",2
"29566","grace and rayley beth",2
"29567","grade are you in",2
"29568","grade level by the",2
"29569","grade this year his",2
"29570","grand prix june 1-3",2
"29571","grateful for the support",2
"29572","grateful for what you",2
"29573","grateful to have a",2
"29574","gray rainbow journey limited",2
"29575","grease and flour a",2
"29576","great american music hall",2
"29577","great because of their",2
"29578","great chatting with you",2
"29579","great day on the",2
"29580","great deal about the",2
"29581","great deal of trouble",2
"29582","great dinner last night",2
"29583","great how are you",2
"29584","great job with the",2
"29585","great meeting with the",2
"29586","great places to eat",2
"29587","great seeing you guys",2
"29588","great seeing you too",2
"29589","great talking to you",2
"29590","great thing is that",2
"29591","great time catching up",2
"29592","great to be in",2
"29593","great to have you",2
"29594","great to meet you",2
"29595","great turn out at",2
"29596","great way to keep",2
"29597","great way to use",2
"29598","great weekend i dont",2
"29599","greater cleveland regional transit",2
"29600","greater than that of",2
"29601","greatest love of all",2
"29602","greek star chicago illinois",2
"29603","greek yogurt instead of",2
"29604","green was my valley",2
"29605","greenhouse gas emissions blamed",2
"29606","grew at an annual",2
"29607","grew to love the",2
"29608","grew up in the",2
"29609","grew up on a",2
"29610","gross domestic product while",2
"29611","ground beef and a",2
"29612","ground floor of the",2
"29613","ground pepper to taste",2
"29614","ground that drinks the",2
"29615","groundwater contamination giving state",2
"29616","group americas health insurance",2
"29617","group of four cards",2
"29618","group of friends who",2
"29619","group of ingredients and",2
"29620","group of people and",2
"29621","group of people at",2
"29622","group of people i",2
"29623","group of people who",2
"29624","group of purchasing executives",2
"29625","groups of eight or",2
"29626","groups of people who",2
"29627","grow over the past",2
"29628","grow up like a",2
"29629","growing up in a",2
"29630","growth and job creation",2
"29631","growth of the church",2
"29632","guess i have to",2
"29633","guess i should be",2
"29634","guess i should have",2
"29635","guess i should start",2
"29636","guess i wont be",2
"29637","guess what i did",2
"29638","guess what i got",2
"29639","guess what im saying",2
"29640","guess you and your",2
"29641","guessed what it is",2
"29642","guestlist travis sosa only",2
"29643","guide to the future",2
"29644","guide to the native",2
"29645","guilty by reason of",2
"29646","guilty to failing to",2
"29647","guilty to one felony",2
"29648","guy but you have",2
"29649","guy he was a",2
"29650","guy on the left",2
"29651","guys are the best",2
"29652","guys come out of",2
"29653","guys go and follow",2
"29654","guys living in the",2
"29655","guys who have been",2
"29656","ha glad you enjoyed",2
"29657","ha ha ha i",2
"29658","had 18 points and",2
"29659","had 20 points and",2
"29660","had 26 points and",2
"29661","had a bad day",2
"29662","had a bag of",2
"29663","had a blast it",2
"29664","had a change of",2
"29665","had a choice in",2
"29666","had a conversation with",2
"29667","had a cup of",2
"29668","had a day off",2
"29669","had a family emergency",2
"29670","had a field day",2
"29671","had a fondness for",2
"29672","had a good conversation",2
"29673","had a good relationship",2
"29674","had a great day",2
"29675","had a great deal",2
"29676","had a great turnout",2
"29677","had a hand in",2
"29678","had a little bit",2
"29679","had a long talk",2
"29680","had a look and",2
"29681","had a lot more",2
"29682","had a lovely time",2
"29683","had a meeting with",2
"29684","had a reputation for",2
"29685","had a run-scoring single",2
"29686","had a sacrifice fly",2
"29687","had a super good",2
"29688","had a ton of",2
"29689","had a total of",2
"29690","had a very busy",2
"29691","had a very good",2
"29692","had a very rough",2
"29693","had a whole bunch",2
"29694","had a wonderful time",2
"29695","had access to the",2
"29696","had all the rest",2
"29697","had an amazing time",2
"29698","had an interesting night",2
"29699","had anything bad to",2
"29700","had at least one",2
"29701","had at the end",2
"29702","had been converted into",2
"29703","had been covered with",2
"29704","had been curious about",2
"29705","had been expected to",2
"29706","had been in contact",2
"29707","had been invited by",2
"29708","had been made by",2
"29709","had been scheduled to",2
"29710","had been waiting for",2
"29711","had by all and",2
"29712","had come up with",2
"29713","had days when theyve",2
"29714","had ended in a",2
"29715","had enough of her",2
"29716","had enough of the",2
"29717","had every intention of",2
"29718","had fallen victim to",2
"29719","had family in town",2
"29720","had five hospice cases",2
"29721","had happened to me",2
"29722","had high hopes for",2
"29723","had in a long",2
"29724","had it was a",2
"29725","had just returned from",2
"29726","had just witnessed the",2
"29727","had more to do",2
"29728","had moved into the",2
"29729","had never given any",2
"29730","had never made a",2
"29731","had never thought i",2
"29732","had no clue what",2
"29733","had no comment on",2
"29734","had no control over",2
"29735","had no desire to",2
"29736","had no further comment",2
"29737","had no health insurance",2
"29738","had no idea how",2
"29739","had no idea who",2
"29740","had no intention of",2
"29741","had no other means",2
"29742","had no where to",2
"29743","had not yet healed",2
"29744","had nothing but praise",2
"29745","had one of those",2
"29746","had one when they",2
"29747","had plenty to say",2
"29748","had privately briefed on",2
"29749","had quite a few",2
"29750","had received at least",2
"29751","had said he would",2
"29752","had set in i",2
"29753","had so much rain",2
"29754","had some sort of",2
"29755","had some things to",2
"29756","had something of value",2
"29757","had spent the day",2
"29758","had taken part in",2
"29759","had teased hafner over",2
"29760","had that kind of",2
"29761","had the ability to",2
"29762","had the brilliant idea",2
"29763","had the day off",2
"29764","had the desire to",2
"29765","had the foresight to",2
"29766","had the honor of",2
"29767","had the kind of",2
"29768","had the last laugh",2
"29769","had the luxury of",2
"29770","had the money to",2
"29771","had the pleasure to",2
"29772","had the right to",2
"29773","had three hits and",2
"29774","had three receptions for",2
"29775","had time to get",2
"29776","had to be at",2
"29777","had to be surgically",2
"29778","had to be taken",2
"29779","had to bear the",2
"29780","had to come back",2
"29781","had to come here",2
"29782","had to cut the",2
"29783","had to do a",2
"29784","had to do in",2
"29785","had to do this",2
"29786","had to do with",2
"29787","had to figure out",2
"29788","had to find a",2
"29789","had to get to",2
"29790","had to get up",2
"29791","had to give it",2
"29792","had to go into",2
"29793","had to had to",2
"29794","had to have a",2
"29795","had to have it",2
"29796","had to learn to",2
"29797","had to leave for",2
"29798","had to make a",2
"29799","had to make one",2
"29800","had to pay for",2
"29801","had to pick up",2
"29802","had to play catch-up",2
"29803","had to rent a",2
"29804","had to run out",2
"29805","had to rush to",2
"29806","had to share it",2
"29807","had to stand in",2
"29808","had to stop by",2
"29809","had to wait until",2
"29810","had to work at",2
"29811","had to write about",2
"29812","had to write the",2
"29813","had two goals and",2
"29814","had two hits scored",2
"29815","had wanted to try",2
"29816","had yet to be",2
"29817","hafner over the weekend",2
"29818","haha i wonder how",2
"29819","hair back and forth",2
"29820","hair in a pony",2
"29821","half hours a day",2
"29822","half of next year",2
"29823","half of the season",2
"29824","half of the year",2
"29825","half of them have",2
"29826","half of this year",2
"29827","half the reason i",2
"29828","hall of fame and",2
"29829","hall of fame opening",2
"29830","hall of fame to",2
"29831","hall of fame was",2
"29832","hallie ford museum of",2
"29833","hand to help you",2
"29834","handed the ball to",2
"29835","handing out business cards",2
